,,,like,,,,
II,165,5908,"Textile wicks, woven, plaited or knitted , for lamps,  stoves,  lighters,  candles  or  the  like; incandescent gas mantles and tubular knitted",6%,6%,12%,
,,,"gas  mantle  fabric  therefor,  whether  or  not impregnated",,,,
II,166,5909,"Textile   hose   piping   and   similar   textile tubing,  with  or  without  lining,  armour  or",6%,6%,12%,
,,,accessories of other materials,,,,
II,167,5910,"Transmission  or  conveyor  belts  or  belting, of     textile     material,     whether     or     not impregnated,  coated,  covered  or  laminated",6%,6%,12%,
,,,"with  plastics,  or  reinforced  with  metal  or other material",,,,
II,168,5911,"Textile  products  and  articles,  for  technical uses,  specified  in  Note  7  to  this  Chapter such  as  Textile  fabrics,  felt  and  felt-lined woven fabrics, coated, covered or laminated with  rubber,  leather  or  other  material,  of  a kind  used   for   card  clothing,   and  similar fabrics  of  a  kind  used  for  other  technical purposes, including  narrow fabrics  made  of velvet     impregnated     with     rubber,     for covering     weaving     spindles     (weaving beams); Bolting cloth, whether or Not made up; Felt for cotton textile industries, woven;Woven    textiles    felt,    whether    or    not impregnated or coated, of a kind commonly used  in  other  machines,  Cotton  fabrics  and articles  used  in  machinery  and  plant,  Jute fabrics  and  articles  used  in  machinery  or plant, Textile  fabrics of metalised  yarn of a kind  commonly  used  in  paper  making  or other  machinery,  Straining  cloth  of  a  kind used in oil presses or the like, including that of  human  hair,  Paper  maker's  felt,  woven, Gaskets,  washers,  polishing  discs and  other machinery parts of textile articles",6%,6%,12%,
II,169,61,"Articles of apparel and clothing accessories, knitted or crocheted, of sale value exceeding",6%,6%,12%,
,,,Rs. 1000 per piece,,,,
II,170,62,"Articles of apparel and clothing accessories,",6%,6%,12%,
,,,"not   knitted   or   crocheted,   of   sale   value exceeding Rs. 1000 per piece",,,,
II,171,63 other than,"Other  made  up  textile  articles,  sets  of sale value  exceeding  Rs.  1000  per  piece  [other than Worn clothing and other worn articles;",6%,6%,12%,
,,6309,rags,,,,
II,171A,,[Omitted],,,,
II,171A1,64,Footwear   of   sale    value    not    exceeding,6%,6%,12%,
,,,Rs.1000 per pair,,,,
II,171AA,6501,Textile caps,6%,6%,12%,
II,171B,6505,Hats  (knitted/crocheted)  or  made  up  from,6%,6%,12%,
,,,lace or other textile fabrics],,,,
II,172,6601,"Umbrellas   and   sun   umbrellas   (including walking-stick  umbrellas,  garden  umbrellas",6%,6%,12%,
,,,and similar umbrellas),,,,
II,173,6602," whips,   riding-crops   and  the",6%,6%,12%,
,,,like,,,,
II,174,6603,"Parts,  trimmings  and  accessories  of articles",6%,6%,12%,
,,,of heading 6601 or 6602,,,,
II,175,6701,Skins  and  other  parts  of  birds  with  their,6%,6%,12%,
,,,"feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of   heading   0505   and   worked   quills   and",,,,
,,,scapes),,,,
II,176,68,Sand lime bricks [or Stone inlay work,6%,6%,12%,
II,176A,6802,"Statues,  statuettes,  pedestals;  high  or  low reliefs,  crosses,  figures  of  animals,  bowls, vases,   cups,   cachou   boxes,   writing   sets, ashtrays,  paper  weights,  artificial  fruit  and",6%,6%,12%,
,,,"foliage,    etc.;    other    ornamental    goods essentially of stone”;]",,,,
II,176B,6815,Fly ash bricks; Fly ash aggregates; Fly ash blocks,6%,6%,12%,
II,176C,6901 00 10,Bricks of fossil meals or similar siliceous earths,6%,6%,12%,
II,176D,6904 10 00,Building bricks,6%,6%,12%,
II,176E,6905 10 00,Earthen or roofing tiles,6%,6%,12%,
II,177,,[Omitted],,,,
II,177A,6909,"Pots, jars and similar articles of a kind used",6%,6%,12%,
,,,for the conveyance and packing of goods of ceramic,,,,
II,177B,6911,"Tableware,   kitchenware,   other   household articles and",6%,6%,12%,
,,,"toilet articles, of porcelain or china",,,,
II,177C,6912,"Tableware,   kitchenware,   other   household articles and",6%,6%,12%,
,,,"toilet  articles,  other  than  of  porcelain  or china",,,,
II,177D,6913,Statues and other ornamental articles,6%,6%,12%,
II,178,7015 10,Glasses  for  corrective  spectacles  and  flint,6%,6%,12%,
,,,buttons,,,,
II,179,7020,"Globes  for  lamps  and  lanterns,  Founts  for",6%,6%,12%,
,,,"kerosene  wick  lamps,  Glass  chimneys  for lamps and lanterns",,,,
II,180,7310 or 7326,"Mathematical boxes, geometry boxes and colour boxes",6%,6%,12%,
II,181,7317,Animal shoe nails,6%,6%,12%,
II,182,7319,Sewing needles,6%,6%,12%,
II,183,7321,"Kerosene    burners,   kerosene   stoves   and",6%,6%,12%,
,,,wood burning stoves of iron or steel,,,,
II,184,7323,"Table, kitchen or other household articles of",6%,6%,12%,
,,,iron & steel; Utensils,,,,
II,185,7418,"Table, kitchen or other household articles of",6%,6%,12%,
,,,copper; Utensils,,,,
II,185A,7419 80 30,Brass Kerosene Pressure Stove,6%,6%,12%,
II,186,7615,"Table, kitchen or other household articles of aluminium; Utensils",6%,6%,12%,
II,186A ,8214, Pencil sharpeners,6%,6%,12%,
II,187,,Omitted ,,,,
II,188,,Omitted ,,,,
II,189,,Omitted ,,,,
II,189A,8306,"Bells,  gongs  and  the  like,  non-electric,  of base  metal;  statuettes  and  other  ornaments, of base metal; photograph, picture or similar frames, of base metal;mirrors of base metal;",6%,6%,12%,
,,,metal bidriware”;,,,,
II,190,8401,"Fuel  elements  (cartridges),   non-irradiated, for nuclear reactors",6%,6%,12%,
II,191,8408,Fixed  Speed  Diesel  Engines  of  power  not,6%,6%,12%,
,,,exceeding 15HP,,,,
II,192,,Omitted ,,,,
II,193,,Omitted,,,,
II,194,8414 20 20,Other hand pumps,6%,6%,12%,
II,194A,8419 12,Solar water heater and system,6%,6%,12%,
II,195,,Omitted,,,,
II,195A,8420,Hand operated rubber roller,6%,6%,12%,
II,195AA,8424,Nozzles   for   drip   irrigation  equipment   or nozzles for sprinklers,6%,6%,12%,
II,195B,8424,Sprinklers;  drip  irrigation  system  including,6%,6%,12%,
,,,laterals; mechanical sprayers,,,,
II,196,8432,"Agricultural,     horticultural     or     forestry machinery      for      soil      preparation      or cultivation;   lawn  or   sports-ground   rollers Parts [8432 90]",6%,6%,12%,
II,197,8433,"Harvesting      or      threshing      machinery, including  straw  or  fodder  balers;  grass  or hay mowers; parts thereof",6%,6%,12%,
II,198,,Omitted,,,,
II,199,8436,"Other   agricultural,   horticultural,   forestry, poultry-keeping  or  bee-keeping  machinery, including    germination   plant    fitted    with",6%,6%,12%,
,,,mechanical  or  thermal  equipment;  poultry incubators and brooders,,,,
II,200,8452,"Sewing  machines,  other  than book-sewing machine  of  heading  8440;  furniture,  bases and  covers  specially  designed  for  sewing machines;   sewing   machines   needles   and",6%,6%,12%,
,,,parts of sewing machines,,,,
II,201,8479,Composting Machines,6%,6%,12%,
II,201A,"84, 85 or 94",Following  renewable  energy  devices  and  parts for their manufacture:-,6%,6%,12%,
,,,(a) Bio-gas plant;,,,,
,,,(b) Solar power based devices;,,,,
,,,(c) Solar power generator;,,,,
,,,"(d)    Wind    mills,    Wind    Operated    Electricity Generator (WOEG);",,,,
,,,(e) Waste to energy plants / devices;,,,,
,,,(f) Solar lantern / solar lamp;,,,,
,,,(g)      Ocean      waves/tidal      waves      energy devices/plants;,,,,
,,,"(h)    Photo    voltaic    cells,    whether    or    not assembled in modules or made up into panels.             Explanation:- If the goods specified in this entry are supplied, by a supplier, along with supplies of other goods and services, one of which being a taxable service specified in the entry at S. No. 38  of  the  Table  mentioned  in  the  notification No.   11/2017-Central   Tax   (Rate),   dated   28th June,  2017  [G.S.R.  690(E)],  the  value  of  supply of goods for the purposes of this entry shall be deemed   as   seventy   per   cent.   of   the   gross consideration charged for all such supplies, and the   remaining   thirty   per   cent.   of   the   gross",,,,
,,,consideration charged shall be deemed as value of the said taxable service.,,,,
II,202,,[Omitted],,,,
II,203,,[Omitted],,,,
II,204,8525 60,Two-way   radio   (Walkie   talkie)   used   by,6%,6%,12%,
,,,"defence, police and paramilitary forces etc.",,,,
II,205,,Omitted,,,,
II,206,,[Omitted],,,,
II,206A,87,Fuel Cell Motor Vehicles,6%,6%,12%,
II,207,8701,Tractors   (except   road   tractors   for   semi- trailers  of  engine  capacity  more  than  1800,6%,6%,12%,
,,,cc),,,,
II,207A,8710,"Tanks and other armoured fighting vehicles,",6%,6%,12%,
,,,"motorised,    whether    or    not    fitted    with weapons, and parts of such vehicles",,,,
II,208,8712,Bicycles    and    other     cycles    (including,6%,6%,12%,
,,,"delivery tricycles), not motorised",,,,
II,209,8714,Parts  and  accessories  of  bicycles  and  other,6%,6%,12%,
,,,"cycles   (including   delivery   tricycles),   not motorised, of 8712",,,,
II,210,8716 20 00,Self-loading  or   self-unloading  trailers   for agricultural purposes,6%,6%,12%,
II,211,871680,"Hand  propelled  vehicles  (e.g.  hand  carts, rickshaws   and   the   like);   animal   drawn",6%,6%,12%,
,,,vehicles,,,,
II,212,90 or any other,Blood       glucose       monitoring       system,6%,6%,12%,
,,Chapter,(Glucometer) and test strips,,,,
II,213,90 or any other,Patent  Ductus  Arteriousus  /  Atrial  Septal,6%,6%,12%,
,,Chapter,Defect occlusion device,,,,
II,214,9001,Contact lenses; Spectacle lenses,6%,6%,12%,
II,215,[9003,"Frames    and    mountings    for    spectacles,",6%,6%,12%,
,,,"goggles or the like, and parts thereof",,,,
II,216,9004,"Spectacles,  corrective  [other  than  goggles",6%,6%,12%,
,,,for correcting vision],,,,
II,217,,Omitted,,,,
II,218,9018,"Instruments and appliances used in medical, surgical,    dental    or    veterinary    sciences, including    scintigraphic    apparatus,    other",6%,6%,12%,
,,,electro-medical  apparatus  and  sight-testing instruments,,,,
II,219,9019,"Mechano-therapy      appliances;      massage apparatus;    psychological    aptitude-testing apparatus;  ozone  therapy,  oxygen  therapy, aerosol therapy, artificial respiration or other",6%,6%,12%,
,,,therapeutic respiration apparatus,,,,
II,220,9020,"Other  breathing  appliances  and  gas  masks,",6%,6%,12%,
,,,excluding  protective  masks  having  neither mechanical parts nor replaceable filters,,,,
II,221,,Omitted,,,,
II,222,9022,"Apparatus based on the use of X-rays or of alpha,    beta    or    gamma    radiations,    for medical,  surgical,  dental or veterinary uses, including     radiography     or     radiotherapy apparatus,   X-ray   tubes   and   other   X-ray generators,  high  tension  generators,  control panels  and  desks,  screens,  examinations  or",6%,6%,12%,
,,,"treatment tables, chairs and the light",,,,
II,222A,9403,"Furniture  wholly  made  of bamboo,  cane  or",6%,6%,12%,
,,,rattan,,,,
II,223,9404,Coir products [except coir mattresses],6%,6%,12%,
II,224,9404,Products   wholly   made   of   quilted   textile,6%,6%,12%,
,,,materials,,,,
II,224A,9404,Cotton  quilts  of  sale  value  exceeding  Rs.,6%,6%,12%,
,,,1000 per piece],,,,
II,225,9405,"Hurricane     lanterns,     Kerosene     lamp     /",6%,6%,12%,
,,,"pressure  lantern,  petromax,  glass  chimney, and parts thereof",,,,
II,226,,Omitted,,,,
II,227,,Omitted,,,,
II,228,9503,"Toys like tricycles, scooters, pedal cars etc.",6%,6%,12%,
,,,(including   parts   and   accessories   thereof) [other than electronic toys],,,,
II,229,9504,"Playing cards, chess board, carom board and other board games, like ludo, etc. [other than",6%,6%,12%,
,,,Video game consoles and Machines],,,,
II,230,9506,Sports    goods    other    than    articles    and equipments for general physical exercise,6%,6%,12%,
II,231,9507,"Fishing  rods,     and  other  line fishing  tackle;  fish  landing  nets,  butterfly nets  and  smilar  nets;  decoy  “birds”  (other than  those  of     heading  9208  or  9705)",6%,6%,12%,
,,,and similar hunting or shooting requisites,,,,
II,231A,9601,"Worked  ivory,  bone,  tortoise  shell,  horn, antlers,  mother  of  pearl,  and  other  animal carving    material    and    articles    of    these",6%,6%,12%,
,,,"materials, articles of coral (including articles obtained by moulding)”;]",,,,
II,231B,9607,Slide fasteners and parts thereof,6%,6%,12%,
II,232,,Omitted,,,,
II,233,"9608, 9609","Pencils   (including   propelling   or   sliding pencils), crayons, pastels, drawing charcoals",6%,6%,12%,
,,,and tailor’s chalk,,,,
II,234,9615,"Combs,  hair-slides  and  the  like;  hairpins, curling  pins,  curling  grips,  hair-curlers  and the  like,  other  than  those  of  heading  8516,",6%,6%,12%,
,,,and parts thereof,,,,
II,235,"9619 00 30,",All goods,6%,6%,12%,
,,"9619 00 40, or",,,,,
,,9619 00 90,,,,,
II,236,9701,"Paintings,  drawings  and  pastels,  executed entirely  by  hand,  other  than  drawings  of heading 4906 and other than hand-painted or hand-decorated      manufactured      articles;",6%,6%,12%,
,,,"collages,   mosaics   and   similar   decorative plaques",,,,
II,237,9702,"Original engravings, prints and lithographs",6%,6%,12%,
II,238,9703,"Original   sculptures   and   statuary,   in   any",6%,6%,12%,
,,,material,,,,
II,239,9705,"Collections     and     collectors'    pieces     of zoological,        botanical,        mineralogical, anatomical,       historical,       archaeological,",6%,6%,12%,
,,,"paleontological, ethnographic or numismatic interest [other than numismatic coins]",,,,
II,240,9706,Antiques  of  an  age  exceeding  one  hundred,6%,6%,12%,
,,,years,,,,
II,241,9804,Other   Drugs   and   medicines   intended   for,6%,6%,12%,
,,,personal use,,,,
II,242,,[Omitted],,,,
II,243,,[Omitted],,,,
II,1*,3406,Handcrafted candles,6%,6%,12%,
II,2*,"4202 22,",Handbags      including     pouches     and     purses; jewellery box,6%,6%,12%,
,,"4202 29,",,,,,
,,"4202 31 10,",,,,,
,,"4202 31 90,",,,,,
,,"4202 32,",,,,,
,,4202 39,,,,,
II,3*,"4416,","Carved    wood    products,    art    ware/decorative",6%,6%,12%,
,,4421 99 90,"articles  of  wood  (including  inlay  work,  casks, barrel, vats)",,,,
II,4*,4414,"Wooden    frames    for    painting,    photographs, mirrors etc",6%,6%,12%,
II,5*,4420,"Statuettes   &  other   ornaments   of   wood,   wood marquetry  &  inlaid,  jewellery  box,  wood  lathe and  lacquer  work  [including  lathe  and  lacquer",6%,6%,12%,
,,,"work, ambadi sisal craft]",,,,
II,6*,4503 90 90,Art ware of cork [including articles of sholapith],6%,6%,12%,
,,4504 90,,,,,
II,17*,"6117, 6214",Handmade/hand   embroidered   shawls    of   sale,6%,6%,12%,
,,,value exceeding Rs. 1000 per piece,,,,
II,18*,6802,"Carved  stone  products  (e.g.,  statues,  statuettes, figures  of  animals,  writing  sets,  ashtray,  candle",6%,6%,12%,
,,,stand),,,,
II,19*,6815 99 90,"Stone art ware, stone inlay work",6%,6%,12%,
II,20*,6912 00 10,"Tableware and kitchenware of clay and terracotta,",6%,6%,12%,
,,6912 00 20,other clay articles,,,,
II,21*,6913 90 00,Statuettes  &  other  ornamental  ceramic  articles,6%,6%,12%,
,,,(incl blue potteries),,,,
II,22*,7009 92 00,Ornamental framed mirrors,6%,6%,12%,
II,24*,7018 90 10,Glass statues [other than those of crystal],6%,6%,12%,
II,25*,7020 00 90,"Glass art ware [ incl. pots, jars, votive, cask, cake cover, tulip bottle, vase ]",6%,6%,12%,
II,28*,7326 90 99,Art ware of iron,6%,6%,12%,
II,29*,7419 80,"Art  ware of brass, copper/ copper alloys, electro plated with nickel/silver",6%,6%,12%,
II,30*,7616 99 90,Aluminium art ware,6%,6%,12%,
II,31*,8306,"Bells, gongs and like, non-electric, of base metal; statuettes,  and  other   ornaments,  of  base  metal; photograph,  picture  or  similar  frames,  of  base metal;    mirrors     of     base     metal;     (including",6%,6%,12%,
,,,"Bidriware,  Panchloga  artware,  idol,  Swamimalai bronze icons, dhokra jaali)",,,,
II,32*,9405 10,Handcrafted  lamps (including panchloga lamp),6%,6%,12%,
II,33*,"9401 50,","Furniture of bamboo, rattan and cane",6%,6%,12%,
,,9403 80,,,,,
II,34*,9503,Dolls  or  other  toys  made  of  wood  or  metal  or,6%,6%,12%,
,,,"textile  material [incl wooden toys of sawantwadi, Channapatna toys, Thanjavur doll)",,,,
II,35*,9504,Ganjifa card,6%,6%,12%,
II,36*,9601,"Worked  articles   of   ivory,   bone,   tortoise   shell, horn,  antlers,  coral,   mother  of  pearl,     seashell",6%,6%,12%,
,,,other animal carving material,,,,
II,37*,9602,"Worked   vegetable   or   mineral   carving,   articles thereof,   articles  of  wax,  of  stearin,  of  natural",6%,6%,12%,
,,,"gums or natural resins or of modelling pastes etc, (including articles of lac, shellac)",,,,
II,38*,9701,"Hand    paintings    drawings    and    pastels    (incl Mysore   painting,   Rajasthan   painting,   Tanjore",6%,6%,12%,
,,,"painting, Palm leaf painting, basoli etc)",,,,
II,39*,9703,"Original  sculptures  and  statuary,  in  metal,  stone",6%,6%,12%,
,,,or any other material,,,,
III,1,,[Omitted],,,,
III,2,1107,"Malt, whether or not roasted",9%,9%,18%,
III,3,1302,"Vegetable    saps    and    extracts;    pectic substances,  pectinates  and  pectates;  agar- agar  and  other  mucilages  and  thickeners, whether   or   not   modified,   derived   from vegetable  products  other  than  tamarind",9%,9%,18%,
,,,kernel powder,,,,
III,4,1404 90 10,Bidi wrapper leaves (tendu),9%,9%,18%,
III,5,1404 90 50,Indian katha,9%,9%,18%,
III,6,1517 10,"All goods i.e. Margarine, Linoxyn",9%,9%,18%,
III,7,1520 00 00,"Glycerol,    crude;    glycerol    waters    and",9%,9%,18%,
,,,glycerol lyes,,,,
III,8,1521,"Vegetable waxes (other than triglycerides), Beeswax,     other     insect     waxes     and spermaceti,   whether   or   not   refined   or",9%,9%,18%,
,,,coloured,,,,
III,9,1522,"Degras,    residues    resulting    from    the",9%,9%,18%,
,,,treatment  of fatty substances or  animal or vegetable waxes,,,,
III,10,,[Omitted],,,,
III,11,1702,"Other  sugars,  including  chemically  pure lactose,  maltose,  glucose  and  fructose,  in solid  form;  sugar  syrups  not  containing added   flavouring   or   colouring   matter; artificial honey, whether or not mixed with",9%,9%,18%,
,,,natural honey; caramel [other than palmyra sugar and Palmyra jaggery],,,,
III,12,1704,"Sugar  confectionery  [other  than  mishri, batasha,  bura,  sakar,  khadi  sakar,  harda, sakariya,     gatta,     kuliya,     elaichidana, lukumdana, chikkis like puffed rice chikki, peanut chikki, sesame chikki, til chikki, til patti,   til   revdi,   sugar    makhana,   [groundnut sweets, gajak and sugar boiled",9%,9%,18%,
,,,confectionery,,,,
III,12A,1804,"Cocoa butter, fat and oil",9%,9%,18%,
III,12B,1805,"Cocoa powder, not containing added sugar",9%,9%,18%,
,,,or sweetening matter,,,,
III,12C,1806,Chocolates   and   other   food   preparations,9%,9%,18%,
,,,containing cocoa,,,,
III,13,1901 [other than,"Malt  extract,  food  preparations  of  flour, groats,  meal,  starch  or  malt  extract,  not containing  cocoa  or  containing  less  than 40%  by  weight  of  cocoa  calculated  on  a totally    defatted    basis,    not    elsewhere specified or included; food preparations of goods   of   heading   0401   to   0404,   not containing  cocoa  or  containing  less  than 5%  by  weight  of  cocoa  calculated  on  a",9%,9%,18%,
,,1901 20 00],totally    defatted    basis    not    elsewhere specified  or  included  [other  than  mixes,,,,
,,,and  doughs  for  the  preparation of bakers’ wares of heading 1905],,,,
III,14,,[Omitted],,,,
III,15,1904 [other than,"All  goods  i.e.  Corn  flakes,  bulgar  wheat, prepared foods obtained from cereal flakes [other than Puffed rice, commonly known as    Muri,     flattened    or     beaten    rice, commonly  known  as  Chira,  parched  rice, commonly known as khoi,  parched  paddy or    rice    coated    with    sugar    or    gur,",9%,9%,18%,
,,1904 10 20],commonly known as Murki,,,,
III,16,1905,"Pastry,  cakes,  biscuits and  other  bakers’ wares,  whether  or  not  containing  cocoa; communion  wafers,  empty  cachets  of  a kind    suitable    for    pharmaceutical    use, sealing   wafers,   rice   paper   and   similar products[other  than  pizza  bread,  khakhra, plain chapatti or roti, bread, rusks, toasted",9%,9%,18%,
,,,bread and similar toasted products,,,,
III,16A,"2101 11, 2101 12","Extracts,   essences   and   concentrates   of coffee,  and  preparations  with  a  basis  of these  extracts, essences or concentrates or",9%,9%,18%,
,,0,with a basis of coffee,,,,
III,17,2101 20,"All   goods   i.e   Extracts,   essences   and concentrates     of     tea     or     mate,     and preparations with a basis of these extracts,",9%,9%,18%,
,,,essences or concentrates or with a basis of tea or mate,,,,
III,18,,[Omitted],,,,
III,19,,[Omitted],,,,
III,20,,[Omitted],,,,
III,21,2104,Soups     and     broths     and     preparations therefor;   homogenised    composite    food,9%,9%,18%,
,,,preparations,,,,
III,22,2105 00 00,"Ice cream and other edible ice, whether or",9%,9%,18%,
,,,not containing cocoa,,,,
III,23,2106,Food  preparations  not  elsewhere,9%,9%,18%,
,,,"specified  or  included  [other  than  roasted gram,     sweetmeats,     batters     including idli/dosa      batter,      namkeens,      bhujia, mixture,    chabena    and    similar    edible preparations   in   ready   for   consumption form,  khakhra,  chutney  powder,  diabetic",,,,
,,,foods,,,,
III,24,2201,"Waters,    including    natural   or    artificial mineral  waters   and   aerated   waters,   not containing      added      sugar      or      other sweetening   matter   nor   flavoured   other than  Drinking  water  packed  in  20  litre",9%,9%,18%,
,,,bottles,,,,
III,24A,"2202 91 00, 2202",Other non-alcoholic  beverages [other than,9%,9%,18%,
,,99 90,tender  coconut  water and  caffeinated beverages,,,,
III,25,2207,"Ethyl alcohol and other spirits, denatured, of any strength [other than ethyl alcohol supplied to Oil Marketing Companies or Petroleum refineries for blending with motor spirit (petrol)]",9%,9%,18%,
III,26,2209,Vinegar    and    substitutes    for    vinegar,9%,9%,18%,
,,,obtained from acetic acid,,,,
III,26A,2404 12 00,Products      containing      nicotine      and intended        for        inhalation        without,9%,9%,18%,
,,,combustion,,,,
III,26B,"2404 91 00, 2404","Products      for      oral     application      or transdermal  application  or  for  application otherwise   than   orally   or   transdermally, containing  nicotine  and  intended  to  assist",9%,9%,18%,
,,"92 00, 2404 99 00",tobacco use cessation,,,,
III,26C,"2515 12 20, 2515","Marble and travertine, other than blocks",9%,9%,18%,
,,12 90,,,,,
III,26D,2516 12 00,"Granite, other than blocks",9%,9%,18%,
III,26E,2601,"Iron   ores   and   concentrates,   including",9%,9%,18%,
,,,roasted iron pyrites,,,,
III,26F,2602,"Manganese      ores      and      concentrates,",9%,9%,18%,
,,,"including  ferruginous manganese ores and concentrates with a  manganese  content  of 20% or more, calculated on the dry weight",,,,
III,26G,2603,Copper ores and concentrates,9%,9%,18%,
III,26H,2604,Nickel ores and concentrates,9%,9%,18%,
III,26I,2605,Cobalt ores and concentrates,9%,9%,18%,
III,26J,2606,Aluminium ores and concentrates,9%,9%,18%,
III,26K,2607,Lead ores and concentrates,9%,9%,18%,
III,26L,2608,Zinc ores and concentrates,9%,9%,18%,
III,26M,2609,Tin ores and concentrates,9%,9%,18%,
III,26N,2610,Chromium ores and concentrates,9%,9%,18%,
III,27,,[Omitted],,,,
III,28,2619,"Slag,  dross  (other  than  granulated  slag), scalings    and    other    waste    from    the",9%,9%,18%,
,,,manufacture of iron or steel,,,,
III,29,2620,"Slag, ash and residues (other than from the manufacture  of  iron  or  steel)  containing",9%,9%,18%,
,,,"metals, arsenic or their compounds",,,,
III,30,2621,"Other  slag  and  ash,  including  seaweed ash   (kelp);   ash   and   residues   from   the incineration of municipal waste [other than",9%,9%,18%,
,,,fly ash],,,,
III,30A,2706,"Tar distilled from coal, from lignite or from peat and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars",9%,9%,18%,
III,31,2707,"Oils  and  other  products  of the  distillation of   high   temperature   coal   tar;   similar products   in   which   the   weight   of   the aromatic  constituents  exceeds  that  of  the non-aromatic constituents, such as Benzole (benzene),     Toluole     (toluene),     Xylole",9%,9%,18%,
,,,"(xylenes), Naphthelene",,,,
III,32,2708,"Pitch  and  pitch  coke,  obtained  from  coal",9%,9%,18%,
,,,tar or from other mineral tars,,,,
III,33,2710,"Petroleum  oils  and  oils  obtained  from bituminous minerals, other than petroleum crude;      preparations      not      elsewhere specified    or    included,    containing    by weight  70% or  more  of petroleum  oils  or of oils obtained from bituminous minerals, these  oils  being  the  basic  constituents  of",9%,9%,18%,
,,,"the  preparations;  waste  oils;  Avgas  [other than   kerosene   PDS,   petrol,   diesel   and",,,,
,,,"ATF, not in GST",,,,
III,34,2711,"Petroleum    gases    and    other    gaseous hydrocarbons,  such  as  Propane,  Butanes, Ethylene,      propylene,      butylene      and butadiene  [Other  than  Liquefied  Propane and  Butane  mixture,  Liquefied  Propane, Liquefied Butane and Liquefied Petroleum Gases   (LPG)   for   supply   to   household domestic  consumers  or  to  non-domestic exempted  category (NDEC)  customers  by the    Indian    Oil    Corporation    Limited, Hindustan  petroleum Corporation  Limited",9%,9%,18%,
,,,or Bharat Petroleum Corporation Limited],,,,
III,35,2712,"Petroleum   jelly;   paraffin   wax,    micro- crystalline   petroleum   wax,   slack   wax, ozokerite,   lignite   wax,   peat   wax,   other mineral    waxes,    and    similar    products obtained    by    synthesis    or    by    other",9%,9%,18%,
,,,"processes, whether or not coloured",,,,
III,36,2713,"Petroleum  coke,  petroleum  bitumen  and",9%,9%,18%,
,,,other  residues of petroleum oils or of oils obtained from bituminous minerals,,,,
III,37,2714,"Bitumen  and  asphalt,  natural;  bituminous or oil  shale  and  tar  sands;  asphaltites  and",9%,9%,18%,
,,,asphaltic rocks,,,,
III,38,2715,"Bituminous   mixtures   based   on   natural asphalt,  on natural bitumen,  on petroleum bitumen,  on  mineral  tar  or on  mineral tar",9%,9%,18%,
,,,"pitch  (for   example,   bituminous   mastics, cut-backs)",,,,
III,39,28,All  inorganic  chemicals  [other  than  those specified  in  the  Schedule  for  exempted goods  or  other  Rate  Schedules  for  goods,9%,9%,18%,
,,,including    Fertilizer    grade    Phosphoric acid,,,,
III,40,29,All organic chemicals other than giberellic acid,9%,9%,18%,
III,41,,[Omitted],,,,
III,42,3102,"Mineral       or        chemical        fertilisers,",9%,9%,18%,
,,,"nitrogenous,        which   are clearly not to be used as fertilizers",,,,
III,43,3103,"Mineral or chemical fertilisers, phosphatic,",9%,9%,18%,
,,,which   are   clearly   not   to   be   used   as fertilizers,,,,
III,44,3104,"Mineral  or  chemical  fertilisers,  potassic, which   are   clearly   not   to   be   used   as",9%,9%,18%,
,,,fertilizers,,,,
III,45,3105,"Mineral  or  chemical  fertilisers  containing two  or  three  of  the  fertilising  elements nitrogen, phosphorus and potassium; other fertilisers; goods of this Chapter in tablets or similar forms or in packages of a gross",9%,9%,18%,
,,,"weight  not  exceeding  10  kg,  which  are clearly not to be used as fertilizers",,,,
III,46,3201,"Tanning    extracts   of   vegetable    origin; tannins  and  their  salts,  ethers,  esters  and other    derivatives    (other    than    Wattle extract,     quebracho     extract,     chestnut",9%,9%,18%,
,,,extract),,,,
III,47,3202,"Synthetic    organic    tanning    substances; inorganic    tanning    substances;    tanning preparations,   whether   or   not   containing",9%,9%,18%,
,,,natural   tanning   substances   (other   than Enzymatic preparations for pre-tanning),,,,
III,48,3203,"Colouring  matter  of  vegetable  or  animal origin    (including    dyeing    extracts    but excluding  animal  black),  whether  or  not chemically     defined;     preparations     as specified  in  Note  3  to  this  Chapter  based on colouring matter of vegetable or animal",9%,9%,18%,
,,,origin,,,,
III,49,3204,"Synthetic     organic     colouring     matter, whether    or    not    chemically    defined; preparations as specified  in Note 3 to this Chapter    based    on    synthetic    organic colouring      matter;     synthetic     organic products  of  a  kind  used  as   fluorescent brightening   agents   or   as   luminophores,",9%,9%,18%,
,,,whether or not chemically defined,,,,
III,50,3205,Colour  lakes;  preparations  as  specified  in Note  3  to  this  Chapter  based  on  colour,9%,9%,18%,
,,,lakes,,,,
III,51,3206,Other   colouring   matter;   preparations   as,9%,9%,18%,
,,,"specified  in  Note  3  to  this  Chapter,  other than   those   of   heading   32.03,   32.04  or 32.05; inorganic products of a kind used as luminophores,  whether  or  not  chemically",,,,
,,,defined,,,,
III,52,3207,"Prepared  pigments,  prepared  opacifiers, prepared    colours,    vitrifiable    enamels, glazes,  engobes  (slips),  liquid  lustres,  and other similar preparations of a kind used in ceramic,   enamelling   or   glass   industry;",9%,9%,18%,
,,,"glass  frit  or  other  glass,  in  the  form  of powder, granules or flakes",,,,
